item_id,status,sku,price,qty_ordered,grand_total,increment_id,category_name_1,discount_amount,payment_method,Working Date,BI Status, MV ,Customer ID
211389,canceled,Al Muhafiz Sohan Halwa Almond,350,1,900,100147626,Soghaat,0,cod,7/1/2016,Gross,350,71
211390,complete,Dany_Powerbank Pb- 41,1050,1,1050,100147627,Mobiles & Tablets,0,cod,7/1/2016,Net,"1,050",72
211391,canceled,Getiit_Joy,3750,1,3750,100147628,Men's Fashion,0,cod,7/1/2016,Gross,"3,750",73
211392,complete,MYWALET_MW-012-BLACK,455,1,455,100147629,Men's Fashion,0,cod,7/1/2016,Net,455,74
211394,canceled,RS_Kaju Barfi,425,1,425,100147631,Soghaat,0,cod,7/1/2016,Gross,425,75
211395,complete,sstop_Mini AIr Conditioner,1335,2,2670,100147632,Appliances,0,cod,7/1/2016,Net,"2,670",76
211396,order_refunded,Huawei_Huawei B2 Talk Band,10740,1,10740,100147633,Mobiles & Tablets,0,cod,7/1/2016,Valid,"10,740",77
211397,complete,cr_DATES WITH CASHEW-200 GM,230,1,740,100147634,Soghaat,0,ublcreditcard,7/1/2016,Net,230,49
211398,complete,cr_DATES WITH WALNUT-200 GM,230,1,740,100147634,Soghaat,0,ublcreditcard,7/1/2016,Net,230,49
211399,complete,UK_Soan Papdi 500 Gms,280,1,740,100147634,Soghaat,0,ublcreditcard,7/1/2016,Net,280,49
211400,refund,Xenium_TG-201653,300,1,1399,100147635,Mobiles & Tablets,0,cod,7/1/2016,Valid,300,78
211401,refund,Xenium_TG-2016132,300,1,1399,100147635,Mobiles & Tablets,0,cod,7/1/2016,Valid,300,78
211402,refund,Xenium_MBC-2016130,799,1,1399,100147635,Mobiles & Tablets,0,cod,7/1/2016,Valid,799,78
211403,complete,ESPICO_Sports Bra-Skin-Free size,480,1,480,100147636,Women's Fashion,0,cod,7/1/2016,Net,480,79
211405,complete,PucaM_FLASH-BLACK-45,1200,1,1000,100147637,Men's Fashion,200,cod,7/1/2016,Net,"1,200",80
211407,order_refunded,Huawei Y221,4530,1,4530,100147638,Mobiles & Tablets,0,cod,7/1/2016,Valid,"4,530",81
211408,order_refunded,Rabia_1-A,1890,1,1890,100147639,Women's Fashion,0,cod,7/1/2016,Valid,"1,890",82
211409,complete,kkc_Rose Oasis Prickly Heat Powder,80,1,80,100147640,Beauty & Grooming,0,cod,7/1/2016,Net,80,66
211410,order_refunded,cr_MUZAFTI IRANI (500GM),185,2,170,100147641,Soghaat,200,cod,7/1/2016,Valid,370,80
211415,order_refunded,Audionic_B-710,1350,1,1350,100147643,Computing,0,cod,7/1/2016,Valid,"1,350",84
211416,order_refunded,Haier M106,2490,1,2490,100147644,Mobiles & Tablets,0,cod,7/1/2016,Valid,"2,490",35
211417,order_refunded,GBH-GL245-GOLD-7,1650,1,1650,100147645,Women's Fashion,0,cod,7/1/2016,Valid,"1,650",85
211419,canceled,itter_AB1263,1870,1,1870,100147646,Beauty & Grooming,0,mcblite,7/1/2016,Gross,"1,870",86
211420,refund,GBH-GL226-PINK-8,2050,1,2050,100147647,Women's Fashion,0,cod,7/1/2016,Valid,"2,050",85
211422,complete,sstop_3dcreenwithspeakers,995,1,0,100147648,Computing,0,customercredit,7/1/2016,Net,995,87
211423,complete,kcc_krone deal,360,1,360,100147649,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211424,complete,kcc_krone deal,360,6,2160,100147650,Beauty & Grooming,0,cod,7/1/2016,Net,"2,160",43
211425,complete,Al Muhafiz Sohan Halwa Almond,350,1,975,100147651,Soghaat,0,cod,7/1/2016,Net,350,88
211426,complete,UK_Namkino Mix Nimco 400 Gms,170,1,975,100147651,Soghaat,0,cod,7/1/2016,Net,170,88
211427,complete,UK_Namkino Khat Mitha Mix 400 Gms,170,1,975,100147651,Soghaat,0,cod,7/1/2016,Net,170,88
211428,complete,UK_Sohan Halwa Tin Pack 400 Gms,285,1,975,100147651,Soghaat,0,cod,7/1/2016,Net,285,88
211429,complete,kcc_glamour deal,320,1,320,100147652,Beauty & Grooming,0,cod,7/1/2016,Net,320,43
211430,complete,bata_leena-5178202-38-5,1099,1,1099,100147653,Women's Fashion,0,cod,7/1/2016,Net,"1,099",89
211432,complete,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100147654,Beauty & Grooming,0,cod,7/1/2016,Net,240,43
211433,complete,kcc_krone deal,360,2,720,100147655,Beauty & Grooming,0,cod,7/1/2016,Net,720,43
211434,complete,kcc_glamour deal,320,2,640,100147656,Beauty & Grooming,0,cod,7/1/2016,Net,640,43
211435,canceled,KC_209 White-M,3290,1,3290,100147657,Men's Fashion,0,cod,7/1/2016,Gross,"3,290",90
211437,complete,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,2,480,100147658,Beauty & Grooming,0,cod,7/1/2016,Net,480,43
211438,complete,kcc_krone deal,360,1,360,100147659,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211439,complete,kcc_glamour deal,320,1,320,100147660,Beauty & Grooming,0,cod,7/1/2016,Net,320,43
211440,complete,kcc_krone deal,360,1,360,100147661,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211441,complete,kcc_glamour deal,320,1,320,100147662,Beauty & Grooming,0,cod,7/1/2016,Net,320,43
211442,complete,mm_AG-1038c,1690,1,1013,100147663,Appliances,0,cod,7/1/2016,Net,"1,690",91
211443,complete,3m_DC272923871,500,1,1013,100147663,Superstore,0,cod,7/1/2016,Net,500,91
211444,complete,MEGUIAR_G12711,2800,1,1013,100147663,Others,0,cod,7/1/2016,Net,"2,800",91
211445,complete,MEGUIAR_G3503,2550,1,1013,100147663,Others,0,cod,7/1/2016,Net,"2,550",91
211446,complete,MEGUIAR_X3070,570,1,1013,100147663,Others,0,cod,7/1/2016,Net,570,91
211447,complete,BFk_Denim Jeans with Gallace for Boys |OF67-3-4 yrs,903,1,1013,100147663,Kids & Baby,0,cod,7/1/2016,Net,903,91
211449,complete,RS_Soan Papri-250gm,150,1,150,100147664,Soghaat,0,cod,7/1/2016,Net,150,92
211450,complete,kcc_krone deal,360,1,360,100147665,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211451,complete,kcc_glamour deal,320,1,320,100147666,Beauty & Grooming,0,cod,7/1/2016,Net,320,43
211452,complete,kcc_krone deal,360,1,360,100147667,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211453,complete,kcc_krone deal,360,1,360,100147668,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211454,complete,kcc_krone deal,360,1,360,100147669,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211455,complete,kcc_krone deal,360,1,360,100147670,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211456,complete,kcc_krone deal,360,1,360,100147671,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211457,complete,kcc_krone deal,360,1,360,100147672,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211458,complete,Al Muhafiz Sohan Halwa Almond,350,2,700,100147673,Soghaat,0,cod,7/1/2016,Net,700,93
211459,complete,kcc_krone deal,360,1,360,100147674,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211460,complete,kcc_lush,140,5,700,100147675,Beauty & Grooming,0,cod,7/1/2016,Net,700,94
211461,order_refunded,kcc_glamour deal,320,1,320,100147676,Beauty & Grooming,0,cod,7/1/2016,Valid,320,95
211462,complete,HR_Pani Puri 360g,350,1,350,100147677,Soghaat,0,cod,7/1/2016,Net,350,96
211463,complete,kcc_glamour deal,320,1,320,100147678,Beauty & Grooming,0,cod,7/1/2016,Net,320,85
211464,complete,kcc_krone deal,360,1,360,100147679,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211465,order_refunded,kcc_glamour deal,320,1,320,100147680,Beauty & Grooming,0,cod,7/1/2016,Valid,320,95
211466,complete,kcc_krone deal,360,1,360,100147681,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211467,complete,kcc_krone deal,360,1,360,100147682,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211468,complete,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,2,480,100147683,Beauty & Grooming,0,cod,7/1/2016,Net,480,43
211469,complete,kcc_active,180,1,323,100147684,Beauty & Grooming,0,cod,7/1/2016,Net,180,97
211470,complete,kcc_Xtreme Mantastic Men Shower Gels,143,1,323,100147684,Beauty & Grooming,0,cod,7/1/2016,Net,143,97
211471,complete,kcc_krone deal,360,1,360,100147685,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211472,complete,kcc_glamour deal,320,1,0,100147686,Beauty & Grooming,0,customercredit,7/1/2016,Net,320,98
211473,complete,Rajesh_RAJ033,1065,1,1065,100147687,Health & Sports,0,cod,7/1/2016,Net,"1,065",99
211474,complete,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100147688,Beauty & Grooming,0,cod,7/1/2016,Net,240,43
211475,complete,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100147689,Beauty & Grooming,0,cod,7/1/2016,Net,240,43
211476,complete,ajmery_AJ-123-L,999,1,999,100147690,Men's Fashion,0,cod,7/1/2016,Net,999,100
211478,order_refunded,mitsubishi_1.5 ton SRC 18CLK,55850,1,55850,100147691,Appliances,0,cod,7/1/2016,Valid,"55,850",101
211479,complete,Dany_Genius Tab G7 Metallica ,6500,1,6500,100147692,Mobiles & Tablets,0,cod,7/1/2016,Net,"6,500",102
211480,order_refunded,bata_leena-6618940-39-6,399,1,399,100147693,Women's Fashion,0,cod,7/1/2016,Valid,399,103
211482,order_refunded,gree_12CZ8,42860,1,42860,100147694,Appliances,0,cod,7/1/2016,Valid,"42,860",101
211483,complete,kcc_krone deal,360,1,360,100147695,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211484,complete,kcc_glamour deal,320,1,320,100147696,Beauty & Grooming,0,cod,7/1/2016,Net,320,43
211485,complete,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100147697,Beauty & Grooming,0,cod,7/1/2016,Net,240,43
211486,canceled,Teenz_B-0541,3250,1,3250,100147698,Women's Fashion,0,internetbanking,7/1/2016,Gross,"3,250",104
211487,complete,Emo_SS-22057-11,775,1,775,100147699,Men's Fashion,0,cod,7/1/2016,Net,775,105
211489,complete,kcc_glamour deal,320,1,320,100147700,Beauty & Grooming,0,cod,7/1/2016,Net,320,43
211490,complete,kcc_krone deal,360,1,360,100147701,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211491,complete,kcc_glamour deal,320,1,320,100147702,Beauty & Grooming,0,cod,7/1/2016,Net,320,43
211492,complete,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100147703,Beauty & Grooming,0,cod,7/1/2016,Net,240,43
211493,complete,kcc_krone deal,360,1,360,100147704,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211495,order_refunded,kcc_glamour deal,320,1,320,100147706,Beauty & Grooming,0,cod,7/1/2016,Valid,320,43
211494,complete,UK_Soan Papdi 500 Gms,280,1,280,100147705,Soghaat,0,cod,7/1/2016,Net,280,59
211496,complete,sapil_Sapil Disclosure Men 100ML,1647,1,1647,100147707,Beauty & Grooming,0,cod,7/1/2016,Net,"1,647",101
211497,complete,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100147708,Beauty & Grooming,0,cod,7/1/2016,Net,240,43
211498,complete,kcc_krone deal,360,1,360,100147709,Beauty & Grooming,0,cod,7/1/2016,Net,360,59
211499,complete,kcc_krone deal,360,1,360,100147710,Beauty & Grooming,0,cod,7/1/2016,Net,360,59
211500,complete,kcc_krone deal,360,1,360,100147711,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211501,order_refunded,kcc_glamour deal,320,1,320,100147712,Beauty & Grooming,0,cod,7/1/2016,Valid,320,43
211502,complete,kcc_glamour deal,320,1,320,100147713,Beauty & Grooming,0,cod,7/1/2016,Net,320,43
211503,complete,Al Muhafiz Sohan Halwa Almond,350,1,165,100147714,Soghaat,0,cod,7/1/2016,Net,350,106
211504,complete,kcc_krone deal,360,1,360,100147715,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211505,order_refunded,UK_Gift Box Almond Delight 500 Gms,350,1,350,100147716,Soghaat,0,cod,7/1/2016,Valid,350,107
211506,complete,kcc_glamour deal,320,1,320,100147717,Beauty & Grooming,0,cod,7/1/2016,Net,320,35
211507,order_refunded,MYWALET_MW-002-D-BROWN,512,1,512,100147718,Men's Fashion,0,cod,7/1/2016,Valid,512,105
211508,complete,kcc_Bakheer Pocket Perfume,120,1,360,100147719,Beauty & Grooming,0,cod,7/1/2016,Net,120,13
211509,complete,kcc_Oudh Pocket Perfume,120,1,360,100147719,Beauty & Grooming,0,cod,7/1/2016,Net,120,13
211510,complete,kcc_Asool Pocket Perfume,120,1,360,100147719,Beauty & Grooming,0,cod,7/1/2016,Net,120,13
211511,canceled,Veet_3,165,2,330,100147720,Beauty & Grooming,0,cod,7/1/2016,Gross,330,108
211512,complete,itter_AB 1141,640,1,640,100147721,Beauty & Grooming,0,cod,7/1/2016,Net,640,105
211513,order_refunded,Veet_5,165,2,330,100147722,Beauty & Grooming,0,cod,7/1/2016,Valid,330,108
211514,canceled,sst_Logic  3-Regular fit-Medium,1950,1,1950,100147723,Men's Fashion,0,ublcreditcard,7/1/2016,Gross,"1,950",11
211516,complete,kcc_krone deal,360,1,360,100147724,Beauty & Grooming,0,cod,7/1/2016,Net,360,35
211517,complete,kkc_Hayam King Air Freshener,144,1,144,100147725,Home & Living,0,cod,7/1/2016,Net,144,109
211518,order_refunded,UK_Sohan Halwa Tin Pack 400 Gms,285,1,285,100147726,Soghaat,0,cod,7/1/2016,Valid,285,110
211519,complete,Al Muhafiz Sohan Halwa Almond,350,1,350,100147727,Soghaat,0,cod,7/1/2016,Net,350,111
211520,complete,Teenz_B-0541,3250,1,3250,100147728,Women's Fashion,0,internetbanking,7/1/2016,Net,"3,250",112
211521,canceled,sapil_Sapil Passion Women 200ML,375,1,375,100147729,Beauty & Grooming,0,internetbanking,7/1/2016,Gross,375,113
211522,complete,kcc_active,180,1,180,100147730,Beauty & Grooming,0,cod,7/1/2016,Net,180,114
211523,canceled,Dynasty_Classic Cotton-Skin,1725,1,1725,100147731,Men's Fashion,0,cod,7/1/2016,Gross,"1,725",115
211526,canceled,Trans_LW 509B ,1350,1,1350,100147734,Kids & Baby,0,cod,7/1/2016,Gross,"1,350",118
211527,canceled,Trans_LW 509B ,1350,1,1350,100147735,Kids & Baby,0,cod,7/1/2016,Gross,"1,350",118
211529,complete,kcc_krone deal,360,1,360,100147737,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211528,canceled,Trans_LW 509B ,1350,1,1350,100147736,Kids & Baby,0,cod,7/1/2016,Gross,"1,350",118
211530,complete,kcc_krone deal,360,1,360,100147738,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211532,complete,kcc_krone deal,360,1,360,100147740,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211531,order_refunded,LC_3595471021182,8150,1,8150,100147739,Beauty & Grooming,0,cod,7/1/2016,Valid,"8,150",117
211533,complete,kcc_krone deal,360,1,360,100147741,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211534,complete,kcc_krone deal,360,1,360,100147742,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211535,complete,kcc_krone deal,360,1,360,100147743,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211536,canceled,shoppingmania_18k Gold Filled Blue Ruby Necklace & Earrings,1499,1,3749,100147744,Women's Fashion,0,cod,7/1/2016,Gross,"1,499",119
211537,canceled,Teenz_R-0172-7,2250,1,3749,100147744,Women's Fashion,0,cod,7/1/2016,Gross,"2,250",119
211540,complete,kcc_krone deal,360,1,360,100147746,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211539,canceled,LC_3595471021182,8150,1,8150,100147745,Beauty & Grooming,0,cod,7/1/2016,Gross,"8,150",117
211541,canceled,HOS_RLRW100,8300,1,17790,100147747,Beauty & Grooming,0,cod,7/1/2016,Gross,"8,300",120
211542,canceled,AKL_A131131293_FC-12,9490,1,17790,100147747,Women's Fashion,0,cod,7/1/2016,Gross,"9,490",120
211543,complete,kcc_krone deal,360,1,360,100147748,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211544,complete,kcc_krone deal,360,1,360,100147749,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211545,complete,kcc_krone deal,360,1,360,100147750,Beauty & Grooming,0,cod,7/1/2016,Net,360,59
211546,complete,kcc_krone deal,360,1,360,100147751,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211547,complete,kcc_krone deal,360,1,360,100147752,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211548,complete,kcc_glamour deal,320,1,320,100147753,Beauty & Grooming,0,cod,7/1/2016,Net,320,43
211549,canceled,MYWALET_MW-014-BLACK,428,1,428,100147754,Men's Fashion,0,cod,7/1/2016,Gross,428,121
211550,complete,kcc_krone deal,360,1,360,100147755,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211551,canceled,Xenium_WA-201611,860,1,1160,100147756,Women's Fashion,0,cod,7/1/2016,Gross,860,122
211552,canceled,pak_B-32,300,1,1160,100147756,Home & Living,0,cod,7/1/2016,Gross,300,122
211553,complete,kcc_krone deal,360,1,360,100147757,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211554,complete,kcc_krone deal,360,1,360,100147758,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211555,complete,kcc_krone deal,360,1,360,100147759,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211556,refund,rub_Rubian_VR-Box With Remote,1765,1,1765,100147760,Mobiles & Tablets,0,cod,7/1/2016,Valid,"1,765",106
211557,complete,kcc_glamour deal,320,1,320,100147761,Beauty & Grooming,0,cod,7/1/2016,Net,320,43
211558,complete,kcc_glamour deal,320,1,320,100147762,Beauty & Grooming,0,cod,7/1/2016,Net,320,43
211559,complete,kcc_glamour deal,320,1,320,100147763,Beauty & Grooming,0,cod,7/1/2016,Net,320,43
211560,complete,kcc_glamour deal,320,1,320,100147764,Beauty & Grooming,0,cod,7/1/2016,Net,320,43
211561,complete,kcc_glamour deal,320,1,320,100147765,Beauty & Grooming,0,cod,7/1/2016,Net,320,43
211562,complete,kcc_glamour deal,320,1,320,100147766,Beauty & Grooming,0,cod,7/1/2016,Net,320,43
211563,complete,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100147767,Beauty & Grooming,0,cod,7/1/2016,Net,240,43
211564,complete,kcc_glamour deal,320,1,320,100147768,Beauty & Grooming,0,cod,7/1/2016,Net,320,43
211565,complete,kcc_glamour deal,320,1,320,100147769,Beauty & Grooming,0,cod,7/1/2016,Net,320,43
211566,complete,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100147770,Beauty & Grooming,0,cod,7/1/2016,Net,240,43
211567,complete,kkc_ Icy Menthol Oasis Prickly Heat Powder,80,1,80,100147771,Beauty & Grooming,0,cod,7/1/2016,Net,80,123
211568,order_refunded,shoppingmania_Enamel Retro NecklaceTitanic Heart Crystal Pendant,999,1,2559,100147772,Women's Fashion,0,cod,7/1/2016,Valid,999,124
211570,complete,emo_HSP-17043-M,500,1,1049,100147773,Men's Fashion,0,cod,7/1/2016,Net,500,71
211572,complete,Emo_HST-28676-L,199,1,1049,100147773,Men's Fashion,0,cod,7/1/2016,Net,199,71
211574,complete,Al Muhafiz Sohan Halwa Almond,350,1,1049,100147773,Soghaat,0,cod,7/1/2016,Net,350,71
211575,order_refunded,RS_Pheni Desi Ghee 500gm,260,2,520,100147774,Soghaat,0,cod,7/1/2016,Valid,520,125
211576,order_refunded,Huawei Honor 4X,24499,1,24499,100147775,Mobiles & Tablets,0,cod,7/1/2016,Valid,"24,499",126
211577,complete,Al Muhafiz Sohan Halwa Almond,350,2,700,100147776,Soghaat,0,cod,7/1/2016,Net,700,127
211580,canceled,AUDIONIC6-954217-513546,540,1,540,100147778,Computing,0,cod,7/1/2016,Gross,540,128
211578,complete,Al Muhafiz Sohan Halwa Walnut,510,2,1370,100147777,Soghaat,0,cod,7/1/2016,Net,"1,020",129
211579,complete,Al Muhafiz Sohan Halwa Almond,350,1,1370,100147777,Soghaat,0,cod,7/1/2016,Net,350,129
211581,order_refunded,bata_leena-5176214-40-7,999,1,999,100147779,Women's Fashion,0,cod,7/1/2016,Valid,999,130
211583,canceled,Tiraaz_Tm-01-001-M,2508,1,2508,100147780,Men's Fashion,0,cod,7/1/2016,Gross,"2,508",131
211585,canceled,Tiraaz_Tm-01-001-M,2508,1,2508,100147781,Men's Fashion,0,cod,7/1/2016,Gross,"2,508",131
211587,complete,Audionic_B-334,1900,1,1100,100147782,Computing,0,cod,7/1/2016,Net,"1,900",132
211588,canceled,kcc_effect,140,1,140,100147783,Beauty & Grooming,0,cod,7/1/2016,Gross,140,133
211589,canceled,kkc_Jasmine King Air Freshener,144,1,144,100147784,Home & Living,0,cod,7/1/2016,Gross,144,133
211590,order_refunded,bata_wein-8734881-44-10,1199,1,1199,100147785,Men's Fashion,0,cod,7/1/2016,Valid,"1,199",134
211593,canceled,CU-0107-Slim Fit Small,1295,1,1295,100147787,Men's Fashion,0,mcblite,7/1/2016,Gross,"1,295",135
211592,complete,itter_AB 1122,800,1,800,100147786,Beauty & Grooming,0,cod,7/1/2016,Net,800,136
211595,complete,itter_AB 1126,800,1,800,100147788,Beauty & Grooming,0,cod,7/1/2016,Net,800,136
211596,order_refunded,kcc_glamour deal,320,1,320,100147789,Beauty & Grooming,0,cod,7/1/2016,Valid,320,43
211597,complete,itter_AB 1125,640,1,640,100147790,Beauty & Grooming,0,cod,7/1/2016,Net,640,136
211598,complete,kcc_krone deal,360,1,360,100147791,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211599,complete,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100147792,Beauty & Grooming,0,cod,7/1/2016,Net,240,137
211600,complete,kcc_glamour deal,320,1,320,100147793,Beauty & Grooming,0,cod,7/1/2016,Net,320,43
211602,complete,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100147795,Beauty & Grooming,0,cod,7/1/2016,Net,240,137
211601,complete,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100147794,Beauty & Grooming,0,cod,7/1/2016,Net,240,43
211603,complete,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100147796,Beauty & Grooming,0,cod,7/1/2016,Net,240,137
211604,complete,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100147797,Beauty & Grooming,0,cod,7/1/2016,Net,240,137
211605,complete,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100147798,Beauty & Grooming,0,cod,7/1/2016,Net,240,137
211606,complete,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100147799,Beauty & Grooming,0,cod,7/1/2016,Net,240,137
211607,complete,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100147800,Beauty & Grooming,0,cod,7/1/2016,Net,240,137
211608,complete,HR_Soan Papdi 500g,655,1,655,100147801,Soghaat,0,cod,7/1/2016,Net,655,136
211609,canceled,stitchers_TnT 012-L,1999,3,5997,100147802,Men's Fashion,0,cod,7/1/2016,Gross,"5,997",138
211611,complete,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100147803,Beauty & Grooming,0,cod,7/1/2016,Net,240,137
211612,canceled,Ego_E02437-GN0-Green-XSM,2750,1,5445,100147804,Women's Fashion,0,cod,7/1/2016,Gross,"2,750",139
211614,canceled,Ref-Queen 5041-Black-38,2695,1,5445,100147804,Women's Fashion,0,cod,7/1/2016,Gross,"2,695",139
211616,canceled,B-power_8282391-44,2499,1,2499,100147805,Men's Fashion,0,cod,7/1/2016,Gross,"2,499",140
211618,canceled,dawlance_Health Zone Plus 30 - 1.5 Ton Air Conditioner,37550,1,37550,100147806,Appliances,0,cod,7/1/2016,Gross,"37,550",141
211619,complete,vitamin_Vita White,960,3,2880,100147807,Health & Sports,0,cod,7/1/2016,Net,"2,880",142
211620,complete,sstop_Mini AIr Conditioner,1335,1,1335,100147808,Appliances,0,cod,7/1/2016,Net,"1,335",143
211621,order_refunded,Rajesh_RAJ61,680,1,680,100147809,Appliances,0,cod,7/1/2016,Valid,680,144
211622,complete,kcc_krone deal,360,1,360,100147810,Beauty & Grooming,0,cod,7/1/2016,Net,360,143
211623,complete,kcc_krone deal,360,1,360,100147811,Beauty & Grooming,0,cod,7/1/2016,Net,360,143
211625,complete,BO_topfastRc-yellow,490,1,190,100147813,Kids & Baby,300,cod,7/1/2016,Net,490,145
211624,complete,kcc_krone deal,360,1,360,100147812,Beauty & Grooming,0,cod,7/1/2016,Net,360,143
211627,complete,kcc_krone deal,360,1,360,100147815,Beauty & Grooming,0,cod,7/1/2016,Net,360,143
211626,canceled,Al Muhafiz Sohan Halwa Walnut,510,1,510,100147814,Soghaat,0,ublcreditcard,7/1/2016,Gross,510,146
211628,complete,kcc_krone deal,360,1,360,100147816,Beauty & Grooming,0,cod,7/1/2016,Net,360,43
211630,complete,HR_Pani Puri 360g,350,1,350,100147818,Soghaat,0,cod,7/1/2016,Net,350,147
211629,complete,Rajesh_Ben 10 Rail,400,1,100,100147817,Kids & Baby,300,cod,7/1/2016,Net,400,145
211631,complete,kcc_glamour deal,320,1,320,100147819,Beauty & Grooming,0,cod,7/1/2016,Net,320,43
211632,complete,kcc_jazzy,140,1,140,100147820,Beauty & Grooming,0,cod,7/1/2016,Net,140,43
211633,canceled,Samsung Galaxy S7 Edge,88999,1,88999,100147821,Mobiles & Tablets,0,cod,7/1/2016,Gross,"88,999",148
211634,order_refunded,BO_racingjeeoRC-silver,790,1,490,100147822,Kids & Baby,300,cod,7/1/2016,Valid,790,145
211635,complete,Rajesh_Green Ben 10 Educational Computer,670,1,370,100147823,Kids & Baby,300,cod,7/1/2016,Net,670,145
211636,complete,BO_nonRC-Jeep-Red,320,1,310,100147824,Kids & Baby,157.38,cod,7/1/2016,Net,320,145
211637,complete,BO_blocks-small-1,290,1,310,100147824,Kids & Baby,142.62,cod,7/1/2016,Net,290,145
211638,canceled,osaka_3.5W LED BULB,188,3,564,100147825,Appliances,0,cod,7/1/2016,Gross,564,149
211639,complete,Dany_Genius Tab G7 Metallica ,6500,1,6500,100147826,Mobiles & Tablets,0,cod,7/1/2016,Net,"6,500",150
211640,refund,Mochika_M0001125-8,1913,1,1913,100147827,Men's Fashion,0,cod,7/1/2016,Valid,"1,913",56
211642,refund,Mochika_M0001125-12,1913,1,1913,100147828,Men's Fashion,0,cod,7/1/2016,Valid,"1,913",56
211644,complete,Dany256564981654986456,100,1,165,100147829,Computing,54.79,cod,7/1/2016,Net,100,22
211645,complete,Dany72474879523146357896,65,1,165,100147829,Computing,35.62,cod,7/1/2016,Net,65,22
211646,complete,cr_PEANUT SALTY-200 GM,90,1,165,100147829,Soghaat,49.32,cod,7/1/2016,Net,90,22
211647,complete,cr_REWARI CHAKWAL,110,1,165,100147829,Soghaat,60.27,cod,7/1/2016,Net,110,22
211648,complete,kcc_active,180,1,180,100147830,Beauty & Grooming,0,cod,7/1/2016,Net,180,151
211649,complete,Al Muhafiz Sohan Halwa Almond,350,1,635,100147831,Soghaat,0,cod,7/1/2016,Net,350,152
